"","ID","Gender","Education","Offences","IntRate","Income","DTI","LoanAmt","HistLen","Utilisation","Age","EmpStatus","HomeOwn","Purpose","default"
"5168",57028,"Female","Diploma",2,19.25,337465,1.36,207923,2.69,19.34,24.8,"Salaried","Mortgage","Home_improvement",0
"9219",92957,"Male","Diploma",0,25.25,495958,2.13,1589114,7.57,29.56,39.9,"Contract","Rent","Other",0
"2043",28394,"Female","Diploma",2,15.25,389164,1.25,203102,31.36,108.8,59.4,"Salaried","Mortgage","Vehicle",1
"6175",66346,"Female","Degree",1,21.25,214934,1.78,503331,10.47,40.69,36.4,"Contract","Mortgage","Vehicle",0
"1196",20837,"Male","No records",0,19.25,514058,1.05,793988,3.19,21.52,29.5,"Salaried","Mortgage","Vehicle",0
"4630",52090,"Male","No records",0,16.75,576657,1.62,936162,19.63,66.02,53.6,"Salaried","Mortgage","Home_improvement",1
"451",14199,"Female","Diploma",0,25.25,269938,1.03,812603,0.01,9.84,25.9,"Salaried","Rent","Other",0
"6481",68876,"Male","Degree",0,19.25,418008,1.42,1509236,27.63,92.21,57.5,"Salaried","Own","Debt_consolidation",0
"3989",46221,"Female","Diploma",1,18.25,428342,1.68,1022344,32.68,114.17,67.4,"Salaried","Mortgage","Home_improvement",0
"3668",43516,"Female","Degree",0,18.75,489860,1.3,1727478,8.32,30.53,36.7,"Salaried","Rent","Vehicle",0
"8563",87176,"Male","Diploma",0,16.75,291631,1.14,601059,20.76,77.39,48,"Salaried","Mortgage","Home_improvement",1
"6773",71495,"Female","Postgrad",0,19.25,253351,1.44,562179,3.9,22.63,27.7,"Salaried","Mortgage","Vehicle",0
"5229",57602,"Male","Grade 12",0,17.75,248975,1.51,882075,7.66,32.44,39.1,"Salaried","Mortgage","Vehicle",0
"2800",35441,"Male","Grade 12",0,33.25,7258,0.48,2372,37.42,124.05,64.2,"Unemployed","Rent","Debt_consolidation",0
"6389",67951,"Male","Grade 12",0,18.75,845139,1.18,474616,24.36,78.31,53.3,"Contract","Mortgage","Vehicle",0
"3396",41198,"Female","No records",0,20.25,2787983,2.23,8122123,34.28,113.84,62.5,"Self-employed","Mortgage","Home_improvement",1
"6242",66849,"Male","Grade 12",0,22.25,312097,1.62,524146,0.9,14.5,29.9,"Salaried","Rent","Vehicle",0
"2713",34625,"Male","Diploma",0,17.75,690254,1.42,2613725,33.48,114.12,58.4,"Salaried","Mortgage","Vehicle",1
"2395",31696,"Male","Degree",2,20.75,454348,1.42,159458,9.64,37.95,41.5,"Contract","Mortgage","Debt_consolidation",0
"6359",67739,"Female","Diploma",2,18.25,501512,1.74,1544516,36.28,116.37,62,"Salaried","Mortgage","Home_improvement",0
"8362",85520,"Male","Grade 12",0,17.75,480548,1.36,514938,35.2,115.66,59.7,"Salaried","Mortgage","Vehicle",0
"3135",38831,"Male","Diploma",0,33.75,4956,0.45,16518,36.28,121.73,69.7,"Unemployed","Rent","Debt_consolidation",1
"1485",23439,"Female","Diploma",0,18.25,336399,1.39,323100,38.5,124.71,71.1,"Salaried","Mortgage","Home_improvement",1
"341",13190,"Male","Degree",1,19.75,201290,2.48,516548,27.08,93.52,57.1,"Self-employed","Mortgage","Vehicle",1
"2100",28960,"Male","No records",0,19.25,477255,1.52,1094269,38.83,124.87,65,"Salaried","Mortgage","Vehicle",0
"4312",49099,"Female","Grade 12",0,18.75,521409,1.76,1590453,12.53,47.28,36.3,"Salaried","Rent","Vehicle",0
"2563",33201,"Male","Degree",0,33.75,3790,0.37,9702,30.66,102.71,63.3,"Unemployed","Rent","Debt_consolidation",1
"8695",88348,"Female","Degree",0,28.75,827076,1.62,1075000,0.67,7.69,23.5,"Self-employed","Rent","Other",0
"759",17012,"Female","Grade 12",0,25.25,2268955,2.44,2716277,33.56,111.75,60.2,"Self-employed","Rent","Other",0
"7063",73896,"Male","No records",1,24.25,724153,1.99,1235032,6.66,27.21,38.2,"Contract","Own","Debt_consolidation",0
"6584",69977,"Male","Diploma",0,20.25,2089397,1.9,6440831,39.27,125.95,64.5,"Self-employed","Mortgage","Home_improvement",1
"4400",49918,"Female","Diploma",2,24.25,239442,1.6,347299,1.19,18.35,24.8,"Salaried","Own","Debt_consolidation",0
"282",12605,"Female","Postgrad",0,19.75,1473383,1.09,5547767,14.9,52.4,38.8,"Self-employed","Mortgage","Vehicle",0
"2134",29277,"Male","Grade 12",0,20.25,372244,1.28,826162,27.65,90.97,61.2,"Salaried","Rent","Vehicle",1
"3576",42683,"Male","No records",3,14.25,163184,1.58,66003,34.69,111.25,57,"Salaried","Mortgage","Home_improvement",0
"1800",26166,"Female","Grade 12",1,18.25,179546,1.97,579809,37.61,127.76,67.1,"Salaried","Mortgage","Home_improvement",1
"5949",64258,"Male","Degree",0,23.75,1746801,2.28,1942901,25.31,83.4,58.9,"Self-employed","Rent","Other",1
"2228",30137,"Female","Grade 12",0,16.75,652771,1.84,1349572,36.31,117.47,58.8,"Salaried","Mortgage","Home_improvement",0
"9737",97732,"Male","Degree",0,18.75,234595,0.98,174061,15.05,56.28,37.5,"Salaried","Rent","Vehicle",1
"7015",73517,"Female","Diploma",0,23.25,1731098,2.17,5730506,5.19,23.26,32.4,"Self-employed","Mortgage","Debt_consolidation",0
"5953",64299,"Male","No records",0,17.75,172846,2.01,513928,8.82,32.4,42.4,"Salaried","Mortgage","Vehicle",0
"1428",22899,"Male","Postgrad",2,21.25,1303313,1.98,2901888,38.29,125.26,70.9,"Self-employed","Mortgage","Vehicle",1
"2982",37291,"Male","Postgrad",1,19.25,574561,1.53,1940380,30.56,106.61,63.3,"Salaried","Mortgage","Vehicle",0
"8379",85656,"Female","Grade 12",0,34.75,6459,0.5,21535,27.7,94.41,58.1,"Unemployed","Mortgage","Debt_consolidation",1
"7890",81111,"Male","No records",0,18.75,447184,1.69,1654592,24.72,83.52,55.8,"Salaried","Rent","Vehicle",1
"4265",48631,"Male","Grade 12",0,25.25,862994,1.9,1840035,25.3,88.75,48.3,"Contract","Rent","Other",1
"928",18528,"Female","Grade 12",0,18.25,282395,1.46,680861,3.93,22.03,29.9,"Salaried","Mortgage","Home_improvement",0
"2706",34584,"Female","Degree",0,19.25,619359,1.26,1741341,6.97,32.56,32.1,"Salaried","Mortgage","Vehicle",0
"6969",73096,"Male","Degree",1,22.75,541563,1.8,1227244,29.97,99.79,63,"Contract","Mortgage","Vehicle",1
"728",16710,"Female","Grade 12",2,22.25,896624,1.71,879922,9.68,37.1,32.2,"Contract","Rent","Vehicle",1
"3714",43833,"Female","Diploma",0,18.75,656441,1.59,1280533,29.3,99.7,54.5,"Self-employed","Mortgage","Home_improvement",1
"142",11395,"Female","Grade 12",0,18.75,298678,1.24,646308,18.56,65.59,45.2,"Salaried","Rent","Vehicle",1
"2148",29415,"Female","Diploma",0,21.25,785129,2.67,2405854,20.06,68.79,49.6,"Contract","Mortgage","Vehicle",0
"1821",26359,"Female","Grade 12",0,16.75,244650,1.65,670096,15.75,54.19,49,"Salaried","Mortgage","Home_improvement",0
"5667",61742,"Female","Grade 12",2,18.75,435682,1.58,435244,28.23,97.94,59.4,"Salaried","Rent","Vehicle",0
"9296",93764,"Male","Grade 12",0,20.75,586979,2.06,2228346,6.75,31.48,31.3,"Salaried","Own","Debt_consolidation",1
"3099",38403,"Female","Diploma",0,18.75,790980,1.56,1262551,23.7,87.38,49.8,"Self-employed","Mortgage","Home_improvement",1
"9942",99458,"Female","No records",2,19.25,271207,1.36,711443,21.73,75.81,46.2,"Salaried","Own","Debt_consolidation",1
"5112",56397,"Female","Grade 12",1,21.75,412787,1.34,774525,33.77,108.24,57.5,"Salaried","Rent","Other",1
"6287",67169,"Female","No records",2,21.25,1370372,1.46,2695783,32.06,102.24,56.4,"Contract","Mortgage","Vehicle",0
"4128",47335,"Male","Degree",2,22.75,835640,1.66,3159652,5.42,26.84,39.2,"Contract","Mortgage","Vehicle",1
"3662",43415,"Female","Grade 12",0,18.75,540418,2.06,263760,27.43,90.71,57.2,"Self-employed","Own","Debt_consolidation",1
"3474",41842,"Male","Postgrad",0,16.75,407639,1.38,317167,18.82,70.13,42.1,"Salaried","Mortgage","Home_improvement",0
"7691",79242,"Female","Grade 12",1,23.75,1116548,2.14,1667091,14.01,57.7,48.4,"Self-employed","Rent","Other",0
"8026",82275,"Male","Grade 12",0,23.25,1689863,2.51,1600028,26.59,88.42,60.9,"Self-employed","Mortgage","Debt_consolidation",1
"2968",37207,"Male","Degree",0,21.25,373526,1.99,1108233,1.29,10.25,29.5,"Salaried","Mortgage","Vehicle",0
"7388",76410,"Female","Grade 12",0,16.75,389334,1.04,440221,10.78,39.09,45.6,"Salaried","Mortgage","Home_improvement",0
"8455",86244,"Male","Diploma",0,18.25,283696,1.3,750572,6.86,32.78,36.1,"Salaried","Mortgage","Home_improvement",1
"8198",83948,"Female","No records",1,35,3994,0.55,8120,2.37,14.32,35.4,"Unemployed","Rent","Debt_consolidation",0
"3398",41226,"Female","No records",0,21.25,987859,1.84,3209872,26.14,86.76,52.9,"Contract","Mortgage","Vehicle",1
"1156",20519,"Female","Diploma",2,16.75,399414,1.6,144219,29.32,96.49,55.3,"Salaried","Own","Debt_consolidation",0
"9323",93959,"Female","No records",0,21.75,212378,0.72,744048,10.88,38.62,39.8,"Salaried","Rent","Other",0
"8133",83361,"Female","Diploma",2,18.75,480380,2.07,1497962,29.03,98.57,57.6,"Salaried","Rent","Vehicle",1
"1593",24462,"Male","Diploma",0,19.25,414456,1.2,947769,25.09,86.67,57.8,"Salaried","Own","Debt_consolidation",0
"576",15326,"Female","Diploma",0,23.25,1512483,2.5,4764515,5.03,23.83,36.4,"Self-employed","Mortgage","Debt_consolidation",1
"1024",19449,"Male","Grade 12",0,17.75,435323,1.89,653574,7.72,33.35,30.9,"Salaried","Mortgage","Vehicle",1
"8506",86665,"Male","Grade 12",0,23.75,604468,1.47,1622240,0.68,11.52,23.9,"Salaried","Rent","Vehicle",0
"2497",32541,"Female","No records",0,19.25,171213,0.95,642366,21.23,75.57,53.2,"Salaried","Own","Debt_consolidation",0
"902",18289,"Female","Grade 12",1,20.25,292034,1.42,425359,2.93,20.97,36.7,"Salaried","Mortgage","Home_improvement",1
"7831",80609,"Male","Degree",0,19.75,1932798,1.53,6280750,29.39,95.56,57.3,"Self-employed","Mortgage","Vehicle",0
"1859",26713,"Female","Grade 12",0,35,2713,0.46,5940,2.69,14.36,31.1,"Unemployed","Rent","Vehicle",0
"3670",43528,"Female","Diploma",1,18.75,132074,1.36,328233,18.84,67.06,40.9,"Salaried","Rent","Vehicle",1
"4266",48646,"Male","Grade 12",1,18.75,423721,1.92,1244223,14.17,53.05,40.3,"Salaried","Rent","Vehicle",0
"8628",87746,"Male","Degree",2,23.25,454381,1.42,672393,34.05,117.29,63.5,"Salaried","Rent","Other",0
"8520",86779,"Female","Diploma",3,21.25,363672,1.43,871083,1.43,14.95,27.2,"Salaried","Mortgage","Vehicle",0
"957",18852,"Male","Grade 12",0,21.75,265635,1.25,987165,17.92,67.58,50.1,"Salaried","Rent","Other",0
"3348",40706,"Female","Diploma",0,24.75,2225261,1.5,1264868,0.59,4.63,27.9,"Self-employed","Rent","Other",0
"945",18705,"Female","Postgrad",2,22.25,846332,1.22,1073771,12.65,49.51,43.5,"Contract","Rent","Vehicle",1
"8973",90745,"Male","Grade 12",0,19.25,278541,1.6,488028,12.62,47.41,35.2,"Salaried","Own","Debt_consolidation",1
"9030",91299,"Male","No records",0,19.75,449041,1.08,1280786,28.05,92.11,53.1,"Self-employed","Mortgage","Vehicle",0
"6721",71062,"Female","Grade 12",0,22.75,1776831,2.01,2438483,36.65,119.52,60.2,"Self-employed","Own","Debt_consolidation",1
"4805",53773,"Female","Grade 12",0,21.75,317972,1.02,288138,15.5,56.93,40.8,"Salaried","Rent","Other",0
"3100",38437,"Female","Degree",0,22.75,843227,1.82,2021116,4.36,22.92,28.1,"Self-employed","Own","Debt_consolidation",0
"6367",67793,"Female","Grade 12",1,16.25,451047,1.39,143530,3.47,21.1,36.8,"Salaried","Rent","Vehicle",0
"962",18909,"Male","Postgrad",1,19.25,302856,1.51,257399,12.87,48.54,47.8,"Salaried","Own","Debt_consolidation",1
"2040",28362,"Female","Degree",1,20.25,162765,1.47,513731,35.75,116.57,70.6,"Salaried","Rent","Vehicle",1
"6429",68310,"Female","Diploma",0,17.75,427925,1.5,1084767,34.13,111,57.7,"Salaried","Mortgage","Vehicle",0
"1251",21345,"Female","Degree",1,16.75,172455,1.27,653668,8.14,38.49,30.9,"Salaried","Mortgage","Home_improvement",1
"5330",58488,"Female","Grade 12",2,26.75,402629,1.58,840935,1.8,19.64,30.3,"Contract","Mortgage","Debt_consolidation",0
"5971",64478,"Male","Diploma",0,19.75,3252924,2.44,750670,16.31,56.47,45.7,"Self-employed","Mortgage","Vehicle",0
"7241",75247,"Female","No records",0,20.75,336001,1.44,859763,35.49,115.02,63.7,"Salaried","Own","Debt_consolidation",0
"3191",39277,"Male","Diploma",3,17.75,612623,1.68,1688708,8.28,38.5,31.2,"Salaried","Mortgage","Vehicle",1
"4051",46764,"Female","No records",3,19.25,200367,1.37,532541,3.17,18.25,26.7,"Salaried","Mortgage","Vehicle",0
"570",15265,"Male","Diploma",2,21.25,653489,1.45,2351002,6.7,41.73,40,"Self-employed","Mortgage","Vehicle",0
"3941",45903,"Female","Diploma",0,21.75,179933,1.38,144105,19.88,71.5,49.6,"Salaried","Rent","Other",1
"2605",33560,"Male","Grade 12",1,35,3201,0.61,8999,2.83,19.85,31.9,"Unemployed","Rent","Debt_consolidation",1
"5931",64066,"Female","Degree",0,17.75,127482,1.68,275654,20.85,73.67,42.9,"Salaried","Mortgage","Vehicle",0
"5851",63377,"Female","Diploma",2,26.75,856723,1.51,2783644,34.24,111.3,64.2,"Contract","Rent","Other",1
"2849",35875,"Male","No records",0,16.75,170398,1.82,203555,11.31,45.64,33.4,"Salaried","Mortgage","Home_improvement",0
"1865",26749,"Male","Postgrad",2,21.25,768047,1.22,2468055,31.51,104.13,54.5,"Contract","Mortgage","Vehicle",1
"7291",75603,"Female","No records",0,21.75,600164,1.56,736887,24.19,82.12,56,"Salaried","Rent","Other",1
"3837",45016,"Male","No records",0,18.75,490716,1.77,1662123,26.93,89.87,50.6,"Salaried","Rent","Vehicle",0
"5762",62532,"Female","Grade 12",1,17.75,290151,1.22,358639,20.62,64.55,44.1,"Salaried","Mortgage","Vehicle",0
"2195",29834,"Female","No records",2,18.25,182551,1.66,97078,39.86,134.03,71.7,"Salaried","Own","Debt_consolidation",1
"6820",71862,"Male","Grade 12",0,21.75,440468,1.21,1151276,13.6,44.76,37,"Salaried","Rent","Other",1
"9627",96754,"Male","No records",0,17.75,197484,1.25,202024,7.34,29.88,35.2,"Salaried","Mortgage","Vehicle",0
"905",18328,"Female","Diploma",0,35,3652,0.46,3784,7.34,31.27,29.4,"Unemployed","Rent","Debt_consolidation",1
"7326",75890,"Female","No records",2,27.25,2962897,1.03,10623138,0.09,13.15,25.9,"Self-employed","Rent","Other",1
"7745",79842,"Male","Degree",0,35,4778,0.56,2009,34,112.86,60.9,"Unemployed","Rent","Other",0
"401",13732,"Male","Degree",2,21.75,244802,1.25,591453,17.9,66.44,52.5,"Salaried","Rent","Other",0
"2354",31422,"Female","Postgrad",0,19.25,418687,1.68,690176,37.84,124.09,71.5,"Salaried","Mortgage","Vehicle",0
"1624",24750,"Female","Grade 12",1,22.75,2275119,1.49,6030587,5.62,26.65,32,"Self-employed","Own","Debt_consolidation",0
"3066",38068,"Male","Diploma",2,17.75,212322,1.09,486705,24.25,84.93,49.3,"Salaried","Mortgage","Vehicle",0
"360",13347,"Female","Postgrad",0,23.75,360234,1.72,659933,22.52,76.81,50.2,"Self-employed","Rent","Other",1
"2575",33288,"Male","No records",0,19.25,325904,1.47,153303,13,48.88,40.4,"Salaried","Rent","Other",0
"8757",88911,"Male","Diploma",0,21.25,2063337,1.7,5164577,3.61,25.82,37.8,"Self-employed","Mortgage","Vehicle",1
"4956",54972,"Female","Grade 12",1,19.25,173911,1.85,624676,39.43,129.37,70.3,"Salaried","Mortgage","Vehicle",1
"9206",92818,"Female","Grade 12",0,20.25,659334,1.35,632836,34.4,111.66,59.5,"Contract","Mortgage","Home_improvement",1
"3653",43298,"Male","Diploma",0,17.75,387066,1.37,616413,26.35,92.55,58.1,"Salaried","Mortgage","Vehicle",1
"1846",26613,"Male","Grade 12",0,19.75,2024522,2.26,2947562,21.88,70.15,55.1,"Self-employed","Mortgage","Vehicle",1
"508",14725,"Male","No records",2,21.75,168451,1.47,117231,24.87,80.3,51.4,"Salaried","Rent","Other",0
"1557",24104,"Female","Diploma",4,18.25,737403,1.29,2275620,35.99,114.55,65.9,"Salaried","Mortgage","Home_improvement",1
"5999",64765,"Female","Diploma",2,16.75,433481,1.17,192275,39.38,129.2,64.8,"Salaried","Mortgage","Vehicle",1
"8645",87933,"Female","Grade 12",0,21.25,1083137,2.55,366742,1.21,12.78,31.3,"Contract","Mortgage","Home_improvement",0
"572",15296,"Male","Grade 12",0,21.25,818772,1.77,3008240,25.42,86.37,59,"Self-employed","Own","Debt_consolidation",0
"9051",91450,"Female","Diploma",0,16.75,182692,1.52,347404,23.46,78.99,50.3,"Salaried","Mortgage","Home_improvement",1
"4078",47001,"Female","Diploma",2,20.25,2082399,1.35,6042759,38.54,125.05,71.2,"Self-employed","Mortgage","Home_improvement",1
"2833",35698,"Female","Degree",0,21.25,907505,1.05,2668850,23.79,79.98,54.4,"Contract","Mortgage","Vehicle",0
"7221",75098,"Female","Grade 12",0,18.75,327557,1.29,286727,29.99,101.26,56.6,"Salaried","Rent","Vehicle",1
"1735",25677,"Male","Diploma",0,25.25,2339020,1.49,4853258,27.8,99.77,62.5,"Self-employed","Rent","Other",1
"5031",55683,"Male","Degree",0,18.75,1362896,2.02,4188260,17.14,61.46,41.2,"Self-employed","Mortgage","Home_improvement",1
"8716",88543,"Male","Diploma",0,20.25,162490,1.36,227582,0.94,13.89,28.3,"Salaried","Mortgage","Home_improvement",0
"8731",88686,"Female","Grade 12",1,23.75,1197102,1.16,1411307,8.55,29.36,39,"Self-employed","Rent","Other",0
"926",18510,"Male","Grade 12",2,16.75,598263,1.16,1329444,18.14,61.16,43.4,"Salaried","Mortgage","Home_improvement",1
"5454",59518,"Male","Grade 12",0,16.75,437521,1.46,525545,14.78,57.36,37.5,"Salaried","Mortgage","Home_improvement",0
"8171",83733,"Male","Grade 12",0,21.25,276068,1.27,850818,0.63,13.6,31,"Salaried","Mortgage","Vehicle",1
"5661",61653,"Male","Grade 12",0,20.75,275634,1.43,965166,5.69,24.13,40.2,"Salaried","Own","Debt_consolidation",0
"4013",46390,"Female","Diploma",0,18.75,297802,1.62,293487,27.33,91.53,55.1,"Salaried","Rent","Vehicle",0
"7900",81200,"Female","Diploma",0,18.25,172385,1.72,259023,34.87,111.52,61.6,"Salaried","Mortgage","Home_improvement",0
"7756",79963,"Female","No records",1,16.75,407770,1.52,600726,18.75,62.69,51.5,"Salaried","Mortgage","Home_improvement",0
"9335",94012,"Male","No records",0,15.75,350489,1.75,156244,35.09,114.12,68.2,"Salaried","Mortgage","Home_improvement",0
"5166",57004,"Male","Degree",0,21.25,1151706,2.3,1567644,28.5,97.34,62.3,"Self-employed","Mortgage","Vehicle",0
"8894",90041,"Male","Grade 12",1,33.25,4138,0.45,3555,13.15,49.51,40,"Unemployed","Rent","Other",0
"1183",20729,"Male","Grade 12",0,19.25,274178,1.17,918957,31.17,104.93,60.7,"Salaried","Mortgage","Vehicle",0
"3142",38891,"Male","Grade 12",0,25.25,1660020,1.41,2506191,3.42,20.72,36.3,"Self-employed","Rent","Other",1
"1870",26808,"Female","Diploma",2,35,3035,0.57,2086,11.07,38.2,36.2,"Unemployed","Rent","Debt_consolidation",1
"4850",54192,"Female","Grade 12",2,19.25,520719,1.54,656302,25.98,83.71,59.6,"Salaried","Own","Debt_consolidation",0
"1097",20079,"Female","Diploma",3,21.75,503198,1.78,477280,38.4,127.53,64.7,"Contract","Mortgage","Home_improvement",0
"218",12050,"Male","Diploma",4,22.25,526520,1.32,1397166,2.21,17.81,27,"Salaried","Rent","Vehicle",0
"1338",22118,"Male","Diploma",1,19.75,1350899,2.17,3409699,21.01,71.46,47.1,"Self-employed","Mortgage","Vehicle",1
"8425",86036,"Male","Grade 12",0,17.75,213631,1.22,665547,12.76,46.4,38.9,"Salaried","Mortgage","Vehicle",1
"5539",60500,"Female","No records",0,21.75,423794,1.53,1278237,24.01,77.27,58.1,"Salaried","Rent","Other",0
"8555",87093,"Male","Grade 12",0,32.75,2738,0.66,9448,18.41,67.67,52.3,"Unemployed","Rent","Home_improvement",0
"5690",61933,"Female","Grade 12",3,17.75,398335,0.93,300633,8.44,34.45,42,"Salaried","Mortgage","Vehicle",0
"5361",58681,"Male","No records",0,22.25,331183,1.71,409296,0.39,13.6,34.5,"Salaried","Rent","Vehicle",0
"19",10131,"Male","Diploma",0,20.25,99211,1.49,172550,37.61,125.48,64.1,"Salaried","Rent","Vehicle",0
"4433",50237,"Male","Diploma",2,16.75,75708,1.87,67497,7.7,33.7,31.1,"Salaried","Mortgage","Home_improvement",0
"6724",71101,"Male","No records",1,21.25,1518282,1.71,4789222,23.99,85.34,52.8,"Contract","Mortgage","Vehicle",0
"9882",98938,"Female","No records",0,22.25,848573,1.65,2838017,12.88,47.47,41.7,"Contract","Rent","Vehicle",0
"5629",61377,"Male","Postgrad",0,35,5978,0.48,21661,17.21,62.93,46.7,"Unemployed","Rent","Debt_consolidation",1
"3015",37660,"Female","Grade 12",0,21.75,225522,1.7,672583,27.17,90.63,59.9,"Salaried","Rent","Other",1
"3987",46213,"Male","Grade 12",1,18.25,323205,1.85,297621,36.74,118.42,66.6,"Salaried","Mortgage","Home_improvement",1
"5447",59422,"Male","Grade 12",0,23.75,2962246,1.45,7825148,8.23,34.82,42.2,"Self-employed","Rent","Other",0
"9094",91821,"Male","Degree",2,19.25,169332,1.29,277850,14.26,50.74,46.4,"Salaried","Own","Debt_consolidation",0
"6948",72907,"Male","No records",2,17.75,564953,1.18,1753487,16.83,56.75,40.3,"Salaried","Mortgage","Vehicle",1
"9173",92565,"Female","Grade 12",1,16.25,359412,1.21,235229,15.78,59.89,49.6,"Salaried","Rent","Vehicle",0
"5002",55380,"Female","Grade 12",2,23.25,484122,1.47,948588,23.54,76.8,52.7,"Contract","Mortgage","Debt_consolidation",1
"2757",35018,"Male","No records",2,16.75,103768,1.69,329248,19.73,64.37,45.2,"Salaried","Mortgage","Home_improvement",0
"4786",53590,"Male","No records",0,18.75,434529,1.8,711824,23.62,75.5,48.2,"Salaried","Rent","Vehicle",1
"8404",85838,"Male","Degree",0,35,5021,0.51,3739,13.39,51.53,44.2,"Unemployed","Rent","Debt_consolidation",1
"4483",50600,"Male","Diploma",2,17.75,631678,0.98,689056,17.48,60.67,48.2,"Salaried","Mortgage","Vehicle",0
"2017",28079,"Male","Grade 12",0,21.25,476721,1.07,467058,1.66,15.17,29.9,"Salaried","Mortgage","Vehicle",0
"6449",68531,"Male","Diploma",0,16.75,136073,1.75,421130,16.96,64.59,47,"Salaried","Mortgage","Home_improvement",1
"6711",70986,"Female","Degree",3,18.75,1423156,1.61,1272311,21.99,72.97,52.7,"Self-employed","Mortgage","Home_improvement",1
"8578",87353,"Female","Grade 12",0,21.75,219592,1.17,720803,28.39,97.76,51.7,"Salaried","Rent","Other",1
"7227",75121,"Female","Diploma",0,22.75,1060215,1.33,3233358,18.28,69.24,50.2,"Contract","Own","Debt_consolidation",0
"911",18391,"Female","Grade 12",1,19.25,572566,1.49,256612,8.32,36.89,32.5,"Salaried","Rent","Other",1
"583",15378,"Male","Diploma",0,15.75,2172372,2.09,700115,8.24,40.94,37,"Self-employed","Mortgage","Vehicle",0
"1590",24420,"Male","Grade 12",0,26.75,7845,0.28,11633,12.95,51.43,40.8,"Unemployed","Rent","Home_improvement",0
"4533",51093,"Female","No records",0,16.75,616844,1.78,409564,19.42,65.71,47.9,"Salaried","Own","Debt_consolidation",0
"8791",89145,"Female","Grade 12",0,20.75,508708,2.22,1311993,33.29,109.33,63.6,"Salaried","Own","Debt_consolidation",1
"4747",53234,"Male","Postgrad",1,25.25,866574,2.56,1368856,34.77,117.23,68.9,"Self-employed","Rent","Other",1
"4626",52065,"Female","Grade 12",2,18.75,339721,1.48,926249,19.81,68.8,51.7,"Salaried","Rent","Vehicle",1
"4080",47018,"Male","No records",3,20.25,280397,1.31,623845,31.98,111.04,66.9,"Salaried","Rent","Vehicle",0
"4560",51455,"Male","Diploma",0,17.75,65334,1.67,88115,10.84,47.1,36.6,"Salaried","Mortgage","Vehicle",1
"9672",97215,"Male","Grade 12",0,23.75,2446335,1.72,1401170,2.01,18.64,24.6,"Self-employed","Own","Debt_consolidation",1
"8311",85081,"Female","Grade 12",1,20.25,217101,1.86,606479,37.67,117.99,72.3,"Salaried","Rent","Vehicle",1
"3133",38800,"Male","Diploma",0,17.75,369953,1.76,644665,8.75,38.17,33.5,"Salaried","Mortgage","Vehicle",1
"5492",59906,"Male","Diploma",2,22.75,207413,1.9,627712,20.57,72.01,45.1,"Contract","Own","Debt_consolidation",1
"4038",46601,"Female","Degree",1,17.75,422977,1.94,1519510,22.67,81.09,56.9,"Salaried","Mortgage","Vehicle",1
"2915",36753,"Male","No records",0,19.25,307021,1.49,1078400,8.1,32.72,37.2,"Salaried","Own","Debt_consolidation",0
"2519",32780,"Female","Postgrad",0,17.75,419773,1.43,447529,18.66,64.16,44.2,"Salaried","Mortgage","Vehicle",1
"7707",79402,"Male","Grade 12",0,16.75,221578,1.19,459727,19.31,68.92,45,"Salaried","Mortgage","Home_improvement",0
"9730",97689,"Male","No records",2,33.25,2635,0.47,1638,9.34,37.71,42.4,"Unemployed","Rent","Debt_consolidation",1
"7789",80207,"Male","Diploma",2,22.25,2204155,1.76,5309240,1.36,15.04,28.5,"Self-employed","Mortgage","Home_improvement",1
"9159",92414,"Male","Grade 12",3,16.75,539186,1.84,252244,3.99,23.49,31.1,"Salaried","Mortgage","Vehicle",0
"1822",26360,"Female","Grade 12",2,25.25,1469451,2.03,4407782,6.03,25.45,33,"Self-employed","Rent","Other",1
"3703",43741,"Female","No records",1,19.25,538058,1.57,1494403,14.8,54.62,37.7,"Salaried","Own","Debt_consolidation",0
"6423",68285,"Female","Grade 12",0,16.75,419620,1.84,1381189,14.05,56.7,40.6,"Salaried","Mortgage","Home_improvement",1
"9860",98714,"Male","Grade 12",0,17.75,241378,0.85,524593,8.04,36.37,31.5,"Salaried","Mortgage","Vehicle",0
"8957",90541,"Female","Diploma",1,35,2995,0.56,9814,14.13,53.38,42.8,"Unemployed","Rent","Other",1
"9508",95582,"Female","Diploma",0,18.75,247483,1.28,632042,21.4,71.28,48.5,"Salaried","Rent","Vehicle",0
"785",17276,"Male","No records",0,21.75,2164833,2.25,7424760,7.58,30.6,39.3,"Self-employed","Mortgage","Debt_consolidation",0
"4750",53274,"Male","Grade 12",1,21.25,1430218,0.96,5182901,31.15,104.2,65,"Self-employed","Mortgage","Vehicle",1
"2110",29056,"Female","Diploma",0,21.75,337035,1.2,382715,9.49,39.91,39.8,"Salaried","Rent","Other",0
"3475",41855,"Female","Grade 12",2,17.75,392830,1.34,1169266,31.16,100.56,54.1,"Salaried","Mortgage","Vehicle",1
"151",11472,"Male","Diploma",2,19.25,599902,2.06,475987,36.8,120.94,65.7,"Salaried","Mortgage","Vehicle",1
"5053",55840,"Male","No records",0,21.25,534156,1.45,2018447,16.99,63.01,49.8,"Contract","Mortgage","Vehicle",1
"76",10737,"Female","No records",4,14.25,394294,1.86,172193,14.22,53.86,42.5,"Salaried","Mortgage","Home_improvement",0
